EPOCH,LR,DROPOUT_EDGE,DROPOUT_FEAT,HIDDEN_1,HIDDEN_2,CHEB_K,LINEAR_HIDDEN,SEED,TARGET_RUN,TARGET_FOLD,NOTE,Test_AUC,Test_AUPR,Duration_Sec,Timestamp
2500,0.001,0.5,0.5,300,100,2,100,42,0,0,Single Run Test,0.9189713104161283,0.8299695245772672,1967.33,2025-12-11 14:01:31
2500,0.001,0.5,0.5,300,100,2,100,42,0,0,Single Run Test with MLflow,0.9186554090922145,0.8296833102690273,2047.93,2025-12-11 16:49:17
2500,0.001,0.5,0.5,300,100,2,100,42,0,0,Single Run Test with BCE,0.919215415984607,0.8287887305376334,2028.48,2025-12-11 17:36:54
2500,0.001,0.5,0.5,300,100,100,2,42,0,0,Single Run Test with GAT,0.877128744148646,0.68876153055017,2626.63,2025-12-11 22:39:25
2500,0.001,0.5,0.5,300,100,2,100,42,0,0,Single Run Test with BCE for real,0.9173774446454726,0.8251417410902337,2316.77,2025-12-11 23:21:40
2500,0.0005,0.5,0.5,0.6,64,32,4,100,42,0,0,GATv2 Optimization Run,0.8820539329714827,0.7231893584676393,3480.09,2025-12-12 00:24:13
2500,0.001,0.5,0.5,0.6,64,32,4,100,42,0,0,GATv2 Optimization Run with higer lr,0.88774015680193,0.7463592157916036,2945.38,2025-12-12 10:51:21
2500,0.01,0.5,0.5,0.6,64,32,4,100,42,0,0,GATv2 Optimization Run with higerer lr and bce,0.8882283679388874,0.7453349523757224,3220.24,2025-12-12 12:20:11
2000,0.001,0.0005,0.2,0.5,0.4,64,32,4,100,42,0,0,GATv2 Optimization with BatchNorm and Scheduler,0.8890611987019327,0.7194989514791609,3946.24,2025-12-12 13:31:52
2000,0.001,0.0005,0.1,0.4,0.4,64,32,4,100,42,0,0,GATv2 Optimization with BatchNorm and Scheduler v2,0.8763389908388616,0.7043777494782834,3154.44,2025-12-12 14:42:00
